"l_english":""
" emperor_lower_case0":"імператор"
" emperor_plural_lower_case0":"імператори"
" empress_lower_case0":"імператриця"
" emperess_plural_lower_case0":"імператриці"
" king_lower_case0":"король"
" king_plural_lower_case0":"королі"
" queen_lower_case0":"королева"
" queen_plural_lower_case0":"королеви"
" duke_lower_case0":"герцог"
" duke_plural_lower_case0":"герцоги"
" duchess_lower_case0":"герцогиня"
" duchess_plural_lower_case0":"герцогині"
" count_lower_case0":"граф"
" count_plural_lower_case0":"графи"
" countess_lower_case0":"графиня"
" countess_plural_lower_case0":"графині"
" baron_lower_case0":"барон"
" baron_plural_lower_case0":"барони"
" baron_plural_upper_case0":"Барони"
" baroness_lower_case0":"баронеса"
" baroness_plural_lower_case0":"баронеси"
" kingdom_lower_case0":"королівство"
" kingdom_plural_lower_case0":"королівства"
" duchy_lower_case0":"герцогство"
" duchy_plural_lower_case0":"герцогства"
" county_lower_case0":"графство"
" county_plural_lower_case0":"графства"
" barony_lower_case0":"баронство"
" barony_plural_lower_case0":"баронства"
" lady_lower_case0":"леді"
" lady_plural_lower_case0":"леді"
" lord_plural_lower_case0":"лорд"
" sir_lower_case0":"пан"
" sir_plural_lower_case0":"пани"
" faith_devotee_female0":"[ROOT.Char.GetFaith.DevoteeFemale]"
" faith_devotee_male0":"[ROOT.Char.GetFaith.DevoteeMale]"
" faith_devotee_fallback0":"[ROOT.Char.GetFaith.DevoteeNeuter]"
