"l_english":""
"":""
" #NEGATIVE":""
" personality_traitdesc.negative.arrogant0":"нахабний"
" personality_traitdesc.negative.humble0":"невимоглив"
" personality_traitdesc.negative.lustful0":"хтив"
" personality_traitdesc.negative.chaste0":"манірн"
" personality_traitdesc.negative.gregarious0":"балакуч"
" personality_traitdesc.negative.shy0":"боязк"
" personality_traitdesc.negative.generous0":"філантропічн"
" personality_traitdesc.negative.greedy0":"жадібн"
" personality_traitdesc.negative.ambitious0":"амбіційн"
" personality_traitdesc.negative.content0":"вдоволен"
" personality_traitdesc.negative.impatient0":"нетерпляч"
" personality_traitdesc.negative.patient0":"терпелив"
" personality_traitdesc.negative.temperate0":"помірн"
" personality_traitdesc.negative.gluttonous0":"ненаситн"
" personality_traitdesc.negative.diligent0":"утомлив"
" personality_traitdesc.negative.lazy0":"ледач"
" personality_traitdesc.negative.wrathful0":"гнівн"
" personality_traitdesc.negative.calm0":"спокійн"
" personality_traitdesc.negative.deceitful0":"простодушн"
" personality_traitdesc.negative.honest0":"відверт"
" personality_traitdesc.negative.craven0":"боягузлив"
" personality_traitdesc.negative.brave0":"нерозсудлив"
" personality_traitdesc.negative.arbitrary0":"довільн"
" personality_traitdesc.negative.just0":"принципов"
" personality_traitdesc.negative.cynical0":"мізантропн"
" personality_traitdesc.negative.zealous0":"фанатичн"
" personality_traitdesc.negative.paranoid0":"араноїдальн"
" personality_traitdesc.negative.trusting0":"легковірн"
" personality_traitdesc.negative.compassionate0":"добр"
" personality_traitdesc.negative.callous0":"бездушн"
" personality_traitdesc.negative.sadistic0":"садистськ"
" personality_traitdesc.negative.forgiving0":"поблажлив"
" personality_traitdesc.negative.vengeful0":"мстив"
" personality_traitdesc.negative.stubborn0":"уперт"
" personality_traitdesc.negative.fickle0":"мінлив"
" personality_traitdesc.negative.notrait0":"ввічлив"
"":""
" #POSITIVE":""
" personality_traitdesc.positive.arrogant0":"упевнен"
" personality_traitdesc.positive.humble0":"скромн"
" personality_traitdesc.positive.lustful0":"романтичн"
" personality_traitdesc.positive.chaste0":"невинн"
" personality_traitdesc.positive.gregarious0":"дружелюбн"
" personality_traitdesc.positive.shy0":"потайлив"
" personality_traitdesc.positive.generous0":"щедр"
" personality_traitdesc.positive.greedy0":"жадібн"
" personality_traitdesc.positive.ambitious0":"честолюбн"
" personality_traitdesc.positive.content0":"задоволен"
" personality_traitdesc.positive.impatient0":"нетерпляч"
" personality_traitdesc.positive.patient0":"терпляч"
" personality_traitdesc.positive.temperate0":"помірн"
" personality_traitdesc.positive.gluttonous0":"відгодован"
" personality_traitdesc.positive.diligent0":"працьовит"
" personality_traitdesc.positive.lazy0":"невимушен"
" personality_traitdesc.positive.wrathful0":"гнівн"
" personality_traitdesc.positive.calm0":"спокійн"
" personality_traitdesc.positive.deceitful0":"хитр"
" personality_traitdesc.positive.honest0":"чесн"
" personality_traitdesc.positive.craven0":"обережн"
" personality_traitdesc.positive.brave0":"хоробр"
" personality_traitdesc.positive.arbitrary0":"суб'єктивн"
" personality_traitdesc.positive.just0":"справедлив"
" personality_traitdesc.positive.cynical0":"цинічн"
" personality_traitdesc.positive.zealous0":"завзят"
" personality_traitdesc.positive.paranoid0":"обережн"
" personality_traitdesc.positive.trusting0":"довірлив"
" personality_traitdesc.positive.compassionate0":"жаліслив"
" personality_traitdesc.positive.callous0":"безжальн"
" personality_traitdesc.positive.sadistic0":"сувор"
" personality_traitdesc.positive.forgiving0":"поблажлив"
" personality_traitdesc.positive.vengeful0":"мстив"
" personality_traitdesc.positive.stubborn0":"рішуч"
" personality_traitdesc.positive.fickle0":"капризн"
" personality_traitdesc.positive.notrait0":"ввічлив"
"":""
" #TRAIT":""
" personality_traitdesc.trait.arrogant0":"[GetTrait('arrogant').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]
 personality_traitdesc.trait.humble0: [GetTrait('humble').GetName( ROOT.Char )][Select_CString(ROOT.Char.IsFemale, 'а', 'ий' )]"
