"l_english":""
" befriend_making_effort_modifier0":"Подвоєння зусиль"
" befriend_indebted_myself_modifier0":"Я в боргу"
" befriend_offered_leniency_modifier0":"Вияв поблажливості"
" befriend_irrigation_project_modifier0":"Значне фінансування іригаційного проєкту"
" befriend_bonding_over_rival_modifier0":"Спільний суперник зближує"
" befriend_studious_modifier0":"Науковий інтерес"
" befriend_bad_studious_modifier0":"Марні зусилля"
" befriend_martial_study_modifier0":"Вивчення військової справи"
" befriend_diplomacy_study_modifier0":"Вивчення дипломатії"
" befriend_intrigue_study_modifier0":"Навчання плетіння інтриг"
" befriend_stewardship_study_modifier0":"Вивчення управління"
" befriend_learning_study_modifier0":"Вивчення ученості"
" befriend_slanderous_rumors_modifier0":"Наклепницькі чутки"
" auspicious_offering_modifier0":"Підозріла пропозиція"
" settled_differences_modifier0":"Вирішена суперечка"
" irreconcilable_differences_modifier0":"Непримиренні розбіжності"
" kind_words_modifier0":"Добрі слова"
" cheap_gift_modifier0":"Дешевий подарунок"
" unfortunate_misunderstanding_modifier0":"Прикре непорозуміння"
" rebuffing_friendship_modifier0":"Зміцнення дружби"
" slow_approach_modifier0":"Повільний підхід"
" prestigious_image_modifier0":"Престижний образ"
" exquisite_gift_modifier0":"Вишуканий дарунок"
" magnificent_gift_modifier0":"Неймовірний дарунок"
" offered_favor_modifier0":"Запропонована послуга"
" helpful_hand_modifier0":"Рука допомоги"
" kindred_spirits_modifier0":"Духовне споріднення"
" admiring_deeds_modifier0":"Захоплення подвигами"
