"l_english":""
" #Tanism":""
" tani_religion0":"Танізм"
" tani_religion_adj0":"Тані"
" tani_religion_adherent0":"Таніст"
" tani_religion_adherent_plural0":"Таністи"
" tani_religion_desc0":"Релігія Тані Лоба та їхніх сусідів зосереджена навколо подвійності природних божеств, яким поклоняються як Вищій Істоті. Для Тані цими подвійними божествами є Доньї, богиня сонця, і Поло, бог місяця."
" tani_high_god_name0":"Доньї-Поло"
" tani_high_god_name_20":"$tani_high_god_name$ # Optional translation alt"
" tani_high_god_name_possessive0":"Доньї-Поло"
" tani_high_god_shehe0":"Вони"
" tani_high_god_herselfhimself0":"Самі"
" tani_high_god_herhis0":"Їх"
" tani_high_god_name_alternate0":"Верховні очі"
" tani_high_god_name_alternate_possessive0":"Верховних очей"
" tani_good_god_donyi0":"Доньї"
" tani_good_god_polo0":"Поло"
" tani_good_god_sedi0":"Седі"
" tani_good_god_melo0":"Мело"
" tani_good_god_sidi0":"Сіді"
" tani_good_god_kine_nane0":"Кіне Нані"
" tani_good_god_doying_bote0":"Доїнг Боте"
" tani_good_god_pedong_nane0":"Педонг Нане"
" tani_good_god_guumin_soyin0":"Гуумін Соїн"
" tani_good_god_abotani0":"Аботані"
" tani_house_of_worship0":"гангін"
" tani_house_of_worship_20":"$tani_house_of_worship$ # Optional translation alt"
" tani_house_of_worship_30":"$tani_house_of_worship$ # Optional translation alt"
" tani_house_of_worship_plural0":"гангіни"
" tani_religious_symbol0":"Доньї #lit. Sun, symbolized by a radiant sun"
" tani_religious_symbol_20":"$tani_religious_symbol$ # Optional translation alt"
" tani_religious_symbol_30":"$tani_religious_symbol$ # Optional translation alt"
" tani_religious_text0":"Доньї-Поло #Sun-Moon deitiy pair synonymous with the concepts of truth and wisdom"
" tani_religious_text_20":"$tani_religious_text$ # Optional translation alt"
" tani_religious_text_30":"$tani_religious_text$ # Optional translation alt"
" tani_religious_head_title0":"Абу Мірі"
" tani_religious_head_title_name0":"Абу Міріат"
" tani_devotee_male0":"оме"
" tani_devotee_male_plural0":"оме"
" tani_devotee_female0":"оме"
" tani_devotee_female_plural0":"оме"
" tani_devotee_neuter0":"оме"
" tani_devotee_neuter_plural0":"оме"
" tani_priest0":"абу"
" tani_priest_plural0":"абу"
" tani_priest_term_plural0":"Абу"
" tani_bishop0":"мірі"
" tani_bishop_plural0":"мірі"
" tani_divine_realm0":"Гангін Сірінг"
" tani_divine_realm_20":"$tani_divine_realm$ # Optional translation alt"
" tani_divine_realm_30":"$tani_divine_realm$ # Optional translation alt"
" tani_positive_afterlife0":"Гангін Сірінг"
" tani_positive_afterlife_20":"$tani_positive_afterlife$ # Optional translation alt"
" tani_positive_afterlife_30":"$tani_positive_afterlife$ # Optional translation alt"
"":""
" tani_creator_god_name0":"Седі"
" tani_creator_god_name_possessive0":"Седі"
" tani_health_god_name0":"$tani_high_god_name$"
" tani_health_god_name_possessive0":"$tani_high_god_name_possessive$"
" tani_fertility_god_name0":"$tani_high_god_name$"
" tani_fertility_god_name_possessive0":"$tani_high_god_name_possessive$"
" tani_wealth_god_name0":"$tani_high_god_name$"
" tani_wealth_god_name_possessive0":"$tani_high_god_name_possessive$"
" tani_household_god_name0":"Аботані"
" tani_household_god_name_possessive0":"Аботані"
