"l_english":""
" spouse_similar_personality_opinion0":"Спільні інтереси"
" spouse_similar_life_opinion0":"Спільні інтереси"
" spouse_personal_disagreements_opinion0":"Особисті розбіжності"
" spouse_common_friend_opinion0":"Спільний друг"
" spouse_praised_me_opinion0":"Вихваляє мене"
" spouse_applauded_me_opinion0":"Аплодували мені"
" spouse_spoke_highly_opinion0":"Високо відгукувався про мене"
" spouse_spoke_poorly_opinion0":"Погано говорить про мене"
" spouse_ill_rumors_opinion0":"Жорстокі чутки"
" spouse_vicious_rumors_opinion0":"Брудні чутки"
" spouse_suspecting_motives_opinion0":"Підозри"
" known_adultery_opinion0":"Адюльтер"
" spouses_lover_opinion0":"Коханець/коханка подружжя"
" spouse_pleasant_relationship_opinion0":"Приємні відносини"
" spouse_unpleasant_relationship_opinion0":"Погані відносини"
" spouse_trusted_me_opinion0":"Довіряє мені"
" spouse_warned_me_opinion0":"Попереджає мене"
" spouse_caused_suspicion_opinion0":"Викликані підозри"
" spouse_made_secondary_opinion0":"Відкинута дружина"
" spouse_made_primary_opinion0":"Улюблене подружжя"
